siren,year,company,totalassets,marketable_sec,cash,totaldebt,inventory,creditors,tradedebts,taxes,otherdebts,netincome,netsales
300155207,2014,LES MAGNOLIAS,2854.0,853.0,49.0,1162.0,0.0,19.0,53.0,17.0,0.0,55.0,178.0
300155207,2015,LES MAGNOLIAS,2719.0,848.0,22.0,1009.0,0.0,8.0,50.0,19.0,0.0,65.0,183.0
300155207,2016,LES MAGNOLIAS,2566.0,855.0,9.0,866.0,0.0,11.0,40.0,20.0,0.0,55.0,181.0
300155207,2017,LES MAGNOLIAS,2537.0,728.0,26.0,756.0,0.0,13.0,28.0,42.0,0.0,109.0,157.0
300155207,2018,LES MAGNOLIAS,2336.0,639.0,24.0,584.0,0.0,19.0,32.0,17.0,0.0,41.0,141.0
300188778,2014,SONEPAR SUD OUEST,111792.0,0.0,23393.0,75548.0,38823.0,34002.0,7361.0,8788.0,5054.0,1315.0,167487.0
300188778,2015,SONEPAR SUD OUEST,120680.0,0.0,30665.0,88452.0,40365.0,38386.0,22292.0,6596.0,25047.0,-3157.0,193215.0
300188778,2016,SONEPAR SUD OUEST,131307.0,0.0,29482.0,96817.0,36955.0,47363.0,30441.0,6688.0,26648.0,1287.0,200497.0
300188778,2017,SONEPAR SUD OUEST,139748.0,0.0,36262.0,102302.0,38515.0,45811.0,26639.0,6992.0,29095.0,4053.0,212392.0
300670999,2014,BUREAU D'ETUDES VIAM ACOUSTIQUE,117.0,50.0,5.0,22.0,0.0,8.0,52.0,13.0,0.0,0.0,190.0
300702396,2014,MAISON LACOSTE,516.0,0.0,44.0,363.0,14.0,266.0,346.0,61.0,17.0,91.0,2841.0
300702396,2015,MAISON LACOSTE,617.0,0.0,93.0,433.0,15.0,341.0,400.0,78.0,0.0,80.0,3140.0
300702396,2016,MAISON LACOSTE,632.0,0.0,60.0,460.0,15.0,284.0,342.0,80.0,0.0,40.0,3225.0
300725421,2018,LABORATOIRE OENOLOGIQUE JOUAN CREBASSA,198.0,2.0,6.0,137.0,3.0,17.0,110.0,30.0,0.0,-27.0,293.0
300850179,2014,GARAGE MILLOT,235.0,0.0,105.0,135.0,43.0,46.0,25.0,26.0,4.0,14.0,413.0
300850179,2015,GARAGE MILLOT,232.0,0.0,120.0,112.0,40.0,35.0,23.0,30.0,0.0,20.0,434.0
300850179,2016,GARAGE MILLOT,302.0,0.0,152.0,143.0,43.0,48.0,21.0,27.0,0.0,25.0,417.0
300853793,2014,SAGEC,1822.0,0.0,268.0,1054.0,154.0,77.0,754.0,798.0,80.0,45.0,2350.0
300853793,2015,SAGEC,1877.0,0.0,336.0,1107.0,161.0,69.0,708.0,827.0,54.0,54.0,2395.0
300853793,2016,SAGEC,2321.0,0.0,308.0,1423.0,181.0,100.0,809.0,800.0,77.0,14.0,2387.0
300853793,2017,SAGEC,2279.0,0.0,373.0,1442.0,193.0,169.0,800.0,932.0,64.0,51.0,2777.0
300882859,2014,BENABEN SARL,2935.0,1121.0,484.0,1047.0,150.0,527.0,1002.0,300.0,0.0,205.0,4784.0
300883295,2014,BERTRAND DE TAVERNAY,13063.0,0.0,113.0,10968.0,3464.0,4917.0,310.0,716.0,1512.0,-590.0,3771.0
300883295,2015,BERTRAND DE TAVERNAY,13181.0,0.0,185.0,11729.0,3327.0,5062.0,99.0,520.0,2629.0,-644.0,2963.0
300883295,2016,BERTRAND DE TAVERNAY,13577.0,0.0,253.0,12617.0,3393.0,5512.0,293.0,352.0,3169.0,-491.0,2556.0
300883295,2017,BERTRAND DE TAVERNAY,11101.0,0.0,338.0,10285.0,3568.0,2760.0,137.0,240.0,3720.0,-144.0,2206.0
300883378,2014,SMURFIT KAPPA DISTRIBUTION,3189.0,0.0,59.0,1989.0,498.0,1430.0,2149.0,260.0,271.0,471.0,6962.0
300883378,2015,SMURFIT KAPPA DISTRIBUTION,3356.0,0.0,53.0,2605.0,465.0,1494.0,2166.0,265.0,841.0,64.0,7237.0
300883378,2016,SMURFIT KAPPA DISTRIBUTION,3749.0,0.0,0.0,2816.0,603.0,1160.0,2632.0,273.0,1342.0,176.0,8318.0
300883378,2017,SMURFIT KAPPA DISTRIBUTION,4597.0,0.0,180.0,3575.0,631.0,1162.0,2975.0,338.0,1954.0,116.0,9471.0
300917648,2014,SOCIETE DE GESTION DE PATRIMOINE IMMOBILIER,1044.0,0.0,663.0,43.0,0.0,15.0,17.0,4.0,21.0,51.0,147.0
300917648,2015,SOCIETE DE GESTION DE PATRIMOINE IMMOBILIER,1077.0,0.0,684.0,50.0,0.0,10.0,13.0,16.0,21.0,26.0,147.0
300917648,2016,SOCIETE DE GESTION DE PATRIMOINE IMMOBILIER,1061.0,0.0,665.0,109.0,0.0,46.0,34.0,30.0,29.0,-75.0,152.0
300917648,2017,SOCIETE DE GESTION DE PATRIMOINE IMMOBILIER,1013.0,0.0,634.0,51.0,0.0,2.0,46.0,18.0,24.0,11.0,161.0
300965258,2014,P CONSTANS,2420.0,0.0,266.0,1752.0,477.0,635.0,1074.0,246.0,63.0,3.0,4820.0
300965258,2015,P CONSTANS,2697.0,0.0,327.0,1932.0,500.0,871.0,1339.0,288.0,77.0,75.0,5482.0
300965258,2016,P CONSTANS,2456.0,0.0,351.0,1654.0,522.0,728.0,986.0,250.0,65.0,64.0,6232.0
300965258,2017,P CONSTANS,3219.0,0.0,471.0,1951.0,686.0,932.0,1268.0,274.0,130.0,343.0,7213.0
300965258,2018,P CONSTANS,2914.0,0.0,317.0,1731.0,636.0,1064.0,1141.0,242.0,89.0,212.0,6719.0
301027090,2014,GENERALE D INNOVATION,52.0,0.0,1.0,64.0,12.0,5.0,18.0,34.0,0.0,-24.0,197.0
301027090,2015,GENERALE D INNOVATION,60.0,0.0,0.0,77.0,12.0,18.0,26.0,28.0,0.0,-4.0,244.0
301027090,2016,GENERALE D INNOVATION,80.0,0.0,9.0,88.0,11.0,9.0,53.0,62.0,13.0,9.0,284.0
301241501,2014,VETERMAT,511.0,0.0,202.0,361.0,91.0,151.0,123.0,210.0,0.0,35.0,1175.0
301241501,2015,VETERMAT,519.0,0.0,212.0,391.0,100.0,153.0,177.0,229.0,9.0,14.0,1123.0
301275566,2015,DUCOS PEINTURE,1279.0,300.0,197.0,563.0,41.0,310.0,676.0,177.0,15.0,24.0,2077.0
301275566,2017,DUCOS PEINTURE,1262.0,300.0,78.0,527.0,73.0,246.0,822.0,213.0,0.0,17.0,1976.0
301277257,2014,CABINET JG BEZ SA,1732.0,0.0,22.0,465.0,0.0,16.0,758.0,201.0,61.0,25.0,647.0
301277257,2015,CABINET JG BEZ SA,1711.0,0.0,120.0,414.0,0.0,16.0,735.0,201.0,61.0,29.0,606.0
301277257,2016,CABINET JG BEZ SA,1685.0,0.0,108.0,347.0,0.0,24.0,718.0,191.0,36.0,41.0,588.0
301277257,2017,CABINET JG BEZ SA,1662.0,0.0,80.0,302.0,0.0,89.0,701.0,172.0,3.0,20.0,646.0
301295044,2014,ETABLISSEMENTS JEAN CARBONEL,2970.0,2.0,4.0,2119.0,1531.0,1025.0,580.0,304.0,68.0,98.0,5891.0
301295044,2015,ETABLISSEMENTS JEAN CARBONEL,3116.0,2.0,5.0,2221.0,1657.0,979.0,529.0,318.0,122.0,82.0,6197.0
301295044,2016,ETABLISSEMENTS JEAN CARBONEL,3372.0,0.0,5.0,2428.0,1881.0,1019.0,557.0,362.0,122.0,55.0,6374.0
301295044,2017,ETABLISSEMENTS JEAN CARBONEL,3399.0,2.0,7.0,2387.0,1952.0,950.0,548.0,345.0,103.0,69.0,6889.0
301312260,2014,ETS JEAN GUILLOT,379.0,0.0,16.0,213.0,72.0,165.0,223.0,26.0,0.0,82.0,1023.0
301312260,2015,ETS JEAN GUILLOT,423.0,0.0,83.0,237.0,79.0,196.0,170.0,19.0,0.0,20.0,1012.0
301312260,2016,ETS JEAN GUILLOT,362.0,0.0,27.0,171.0,55.0,146.0,188.0,15.0,1.0,3.0,865.0
301312260,2017,ETS JEAN GUILLOT,463.0,0.0,16.0,200.0,140.0,174.0,187.0,17.0,0.0,40.0,907.0
301341012,2014,SOCIETE CLIMATS,6299.0,0.0,0.0,3526.0,2184.0,1493.0,4084.0,887.0,0.0,1244.0,14090.0
301341012,2015,SOCIETE CLIMATS,5843.0,0.0,1076.0,3057.0,2013.0,1705.0,2432.0,806.0,0.0,1096.0,12932.0
301341012,2016,SOCIETE CLIMATS,6815.0,0.0,1591.0,3308.0,2099.0,1695.0,2754.0,1108.0,0.0,1576.0,14831.0
301341012,2017,SOCIETE CLIMATS,6746.0,0.0,136.0,3698.0,2706.0,1696.0,3169.0,1015.0,18.0,1188.0,14046.0
301341012,2018,SOCIETE CLIMATS,9171.0,0.0,1948.0,4406.0,2635.0,1990.0,3910.0,1134.0,15.0,1267.0,19186.0
301351722,2014,SOCIETE D'EXPLOITATION DES ETS J VEYNAT,27670.0,887.0,2014.0,18855.0,774.0,7381.0,13420.0,6977.0,704.0,986.0,70119.0
301351722,2015,SOCIETE D'EXPLOITATION DES ETS J VEYNAT,29187.0,7.0,1820.0,19636.0,709.0,7693.0,13783.0,6409.0,1139.0,1225.0,72932.0
301351722,2017,SOCIETE D'EXPLOITATION DES ETS J VEYNAT,39448.0,7.0,3450.0,27899.0,972.0,10340.0,16707.0,7756.0,1601.0,942.0,78230.0
301352001,2016,SAINFRUIT,7341.0,0.0,251.0,6154.0,405.0,3465.0,3963.0,916.0,6.0,282.0,36681.0
301352001,2017,SAINFRUIT,9223.0,0.0,631.0,8148.0,437.0,4206.0,4669.0,1067.0,8.0,-201.0,42911.0
301523791,2014,BAOBAG,19364.0,0.0,1604.0,9578.0,5988.0,7966.0,9103.0,1474.0,54.0,1367.0,39753.0
301523791,2015,BAOBAG,20308.0,0.0,602.0,9611.0,7065.0,7624.0,9956.0,1641.0,160.0,1711.0,44290.0
301523791,2016,BAOBAG,20451.0,0.0,3018.0,8769.0,5991.0,7290.0,8684.0,1389.0,12.0,1412.0,40269.0
301523791,2017,BAOBAG,23569.0,0.0,1898.0,11935.0,8577.0,9233.0,9411.0,1248.0,700.0,1236.0,42168.0
301524740,2014,SOCIETE D'EMBALLAGE ET DE MANUTENTION D'AQUITAINE,4461.0,0.0,202.0,3474.0,1092.0,1778.0,1912.0,253.0,1363.0,166.0,12906.0
301524740,2015,SOCIETE D'EMBALLAGE ET DE MANUTENTION D'AQUITAINE,6109.0,0.0,499.0,4722.0,1305.0,2347.0,2272.0,541.0,1133.0,554.0,15330.0
301524740,2016,SOCIETE D'EMBALLAGE ET DE MANUTENTION D'AQUITAINE,7478.0,0.0,1282.0,5894.0,1170.0,2427.0,3050.0,459.0,2482.0,603.0,17207.0
301524740,2017,SOCIETE D'EMBALLAGE ET DE MANUTENTION D'AQUITAINE,8003.0,0.0,1882.0,6131.0,1398.0,2929.0,2704.0,350.0,2352.0,887.0,18895.0
301572012,2014,AGRI MEDOC,2238.0,1.0,3.0,1901.0,1009.0,177.0,257.0,102.0,2.0,64.0,2982.0
301572012,2015,AGRI MEDOC,3005.0,1.0,42.0,2559.0,1097.0,299.0,222.0,140.0,2.0,160.0,2755.0
301572012,2016,AGRI MEDOC,4091.0,1.0,56.0,3660.0,1367.0,155.0,265.0,101.0,6.0,45.0,2863.0
301572012,2018,AGRI MEDOC,3770.0,1.0,17.0,3180.0,1155.0,192.0,396.0,77.0,8.0,184.0,3063.0
301572442,2014,ALTUM,1189.0,100.0,28.0,512.0,15.0,44.0,884.0,394.0,3.0,91.0,1531.0
301572442,2015,ALTUM,1251.0,100.0,47.0,576.0,11.0,60.0,891.0,394.0,5.0,58.0,1537.0
301572442,2016,ALTUM,1308.0,100.0,84.0,574.0,9.0,71.0,881.0,415.0,5.0,95.0,1653.0
301572442,2017,ALTUM,1492.0,75.0,35.0,773.0,60.0,111.0,809.0,422.0,0.0,75.0,1638.0
301573572,2014,N.D.F.,1571.0,169.0,331.0,64.0,46.0,47.0,0.0,13.0,1.0,19.0,398.0
301610192,2014,CHATEAU GARRAUD-TREYTINS,4045.0,1.0,2.0,2514.0,3505.0,68.0,99.0,65.0,283.0,17.0,1261.0
301610192,2015,CHATEAU GARRAUD-TREYTINS,4031.0,1.0,2.0,2647.0,3319.0,110.0,268.0,55.0,304.0,-146.0,1444.0
301610317,2014,ETABLISSEMENTS SEGUIN,8852.0,2967.0,354.0,1282.0,3156.0,374.0,1524.0,150.0,28.0,421.0,7276.0
301610317,2015,ETABLISSEMENTS SEGUIN,9168.0,1752.0,1814.0,1239.0,3292.0,684.0,1575.0,39.0,63.0,360.0,8335.0
301610317,2016,ETABLISSEMENTS SEGUIN,9358.0,2469.0,1393.0,1164.0,2718.0,549.0,2055.0,109.0,48.0,263.0,7301.0
301610317,2017,ETABLISSEMENTS SEGUIN,9570.0,2685.0,899.0,1177.0,3131.0,621.0,1833.0,59.0,38.0,200.0,7418.0
301610317,2018,ETABLISSEMENTS SEGUIN,9663.0,2686.0,1823.0,1032.0,2840.0,444.0,1548.0,113.0,10.0,237.0,8169.0
301610515,2014,AQUILAND,1955.0,0.0,516.0,973.0,463.0,374.0,371.0,211.0,0.0,118.0,3683.0
301610515,2015,AQUILAND,2218.0,0.0,541.0,1134.0,423.0,263.0,340.0,121.0,0.0,118.0,3769.0
301610515,2016,AQUILAND,2266.0,0.0,221.0,1244.0,706.0,367.0,451.0,110.0,0.0,-2.0,3800.0
301610515,2017,AQUILAND,1944.0,0.0,196.0,892.0,543.0,357.0,349.0,111.0,0.0,30.0,4083.0
301610515,2018,AQUILAND,2008.0,0.0,116.0,950.0,760.0,381.0,118.0,138.0,6.0,5.0,4423.0
301711461,2014,BARDINET,179740.0,5412.0,16553.0,60552.0,46127.0,38341.0,51627.0,6429.0,9599.0,23035.0,201834.0
301711461,2015,BARDINET,183100.0,5411.0,12532.0,63578.0,40551.0,36685.0,52813.0,9123.0,11081.0,16185.0,210042.0
301711461,2016,BARDINET,216783.0,417.0,7389.0,70157.0,44422.0,37787.0,59195.0,9057.0,13095.0,27497.0,205519.0
301711461,2017,BARDINET,231257.0,423.0,13250.0,71004.0,47809.0,40723.0,65457.0,8000.0,14128.0,13578.0,214703.0
301711461,2018,BARDINET,247398.0,3957.0,11666.0,75185.0,53521.0,38717.0,58097.0,7163.0,15523.0,39825.0,206265.0
301762647,2014,SOCIETE D'ELECTRONIQUE GENERALE,190.0,0.0,12.0,143.0,81.0,38.0,76.0,6.0,1.0,3.0,234.0
301763405,2014,CEVA SANTE ANIMALE,778129.0,3242.0,5448.0,508461.0,48444.0,65936.0,87430.0,27088.0,71278.0,31860.0,309255.0
301763405,2015,CEVA SANTE ANIMALE,908559.0,0.0,53059.0,608296.0,58180.0,75868.0,100339.0,22038.0,75434.0,19215.0,373066.0
301763405,2016,CEVA SANTE ANIMALE,1254365.0,22725.0,116840.0,908096.0,76610.0,74273.0,101577.0,33444.0,83080.0,36089.0,439474.0
301763405,2017,CEVA SANTE ANIMALE,1454019.0,56822.0,76257.0,1073665.0,88702.0,95730.0,138071.0,28358.0,128136.0,63259.0,533085.0
301793238,2014,CHATEAU D'HANTEILLAN,6407.0,0.0,716.0,680.0,3366.0,131.0,324.0,170.0,0.0,326.0,1991.0
301793238,2015,CHATEAU D'HANTEILLAN,6344.0,0.0,63.0,894.0,3910.0,97.0,282.0,213.0,2.0,-174.0,1116.0
301794269,2014,RESMA,99.0,0.0,2.0,10.0,0.0,7.0,3.0,2.0,1.0,21.0,75.0
301794269,2015,RESMA,431.0,0.0,50.0,253.0,12.0,153.0,0.0,100.0,0.0,89.0,731.0
301794269,2016,RESMA,619.0,0.0,45.0,504.0,18.0,247.0,0.0,72.0,0.0,-64.0,1267.0
301794269,2017,RESMA,537.0,0.0,43.0,451.0,14.0,335.0,0.0,91.0,0.0,-28.0,1767.0
301858767,2015,MEUBLES SERRE ET CIE,1630.0,0.0,1181.0,212.0,340.0,41.0,30.0,126.0,44.0,-74.0,846.0
301897468,2014,VIDALIES SA,28654.0,0.0,16876.0,25462.0,0.0,13215.0,8755.0,1547.0,259.0,1858.0,181555.0
301897468,2015,VIDALIES SA,25744.0,0.0,15720.0,23120.0,0.0,9706.0,7899.0,1621.0,208.0,1231.0,124999.0
301897468,2016,VIDALIES SA,29515.0,0.0,14839.0,26990.0,0.0,14331.0,12573.0,2178.0,78.0,1103.0,101032.0
301897468,2017,VIDALIES SA,33919.0,0.0,17512.0,30578.0,0.0,18727.0,15508.0,1524.0,119.0,1216.0,145832.0
301920666,2014,TECHNI FREINS,2741.0,0.0,534.0,1111.0,769.0,814.0,746.0,271.0,16.0,460.0,5851.0
301920666,2015,TECHNI FREINS,3520.0,0.0,7.0,2101.0,706.0,785.0,779.0,570.0,36.0,140.0,5691.0
301920666,2016,TECHNI FREINS,4256.0,0.0,193.0,2528.0,869.0,1065.0,1259.0,496.0,7.0,308.0,5676.0
301920666,2017,TECHNI FREINS,10353.0,0.0,553.0,8430.0,2051.0,1867.0,1914.0,907.0,140.0,500.0,11937.0
301920955,2014,AGENCEMENT TECHNIQUE ETUDES COMMERCIALES,995.0,268.0,36.0,574.0,51.0,269.0,560.0,244.0,18.0,160.0,1862.0
301920955,2015,AGENCEMENT TECHNIQUE ETUDES COMMERCIALES,866.0,288.0,81.0,384.0,71.0,165.0,318.0,175.0,13.0,95.0,1037.0
301986758,2014,SARL CLAVERIE,970.0,80.0,26.0,346.0,80.0,26.0,189.0,160.0,24.0,41.0,1466.0
301986758,2015,SARL CLAVERIE,1124.0,80.0,132.0,383.0,88.0,29.0,220.0,179.0,24.0,102.0,1645.0
302003603,2014,WYNN'S AUTOMOTIVE FRANCE SAS,4255.0,0.0,16.0,2394.0,567.0,434.0,2240.0,987.0,833.0,370.0,11461.0
302003603,2015,WYNN'S AUTOMOTIVE FRANCE SAS,3906.0,0.0,0.0,2446.0,592.0,609.0,1884.0,845.0,779.0,457.0,10825.0
302003603,2016,WYNN'S AUTOMOTIVE FRANCE SAS,4304.0,0.0,337.0,2658.0,573.0,489.0,1941.0,851.0,881.0,801.0,10945.0
302003603,2017,WYNN'S AUTOMOTIVE FRANCE SAS,5478.0,0.0,370.0,3433.0,698.0,693.0,2089.0,906.0,1244.0,1167.0,12211.0
302070792,2014,SOCIETE DE LOCATION MERIGNACAISE,699.0,68.0,305.0,39.0,0.0,0.0,10.0,21.0,2.0,5.0,187.0
302070792,2015,SOCIETE DE LOCATION MERIGNACAISE,645.0,68.0,250.0,54.0,0.0,17.0,19.0,20.0,0.0,9.0,190.0
302070792,2016,SOCIETE DE LOCATION MERIGNACAISE,624.0,68.0,270.0,34.0,0.0,1.0,10.0,16.0,0.0,2.0,192.0
302137377,2014,SOCIETE AQUITAINE DE REALISATIONS IMMOBILIERES,158.0,104.0,15.0,45.0,0.0,10.0,20.0,27.0,0.0,-50.0,63.0
302137377,2015,SOCIETE AQUITAINE DE REALISATIONS IMMOBILIERES,134.0,90.0,4.0,35.0,0.0,13.0,21.0,21.0,0.0,-14.0,109.0
302137435,2014,SAGECO,6135.0,205.0,296.0,3091.0,291.0,610.0,2201.0,1240.0,162.0,669.0,6510.0
302137435,2015,SAGECO,5896.0,205.0,224.0,3162.0,291.0,654.0,2286.0,1286.0,160.0,607.0,6749.0
302137435,2016,SAGECO,5579.0,100.0,141.0,2833.0,289.0,675.0,2124.0,1201.0,122.0,611.0,6887.0
302137435,2017,SAGECO,6991.0,100.0,99.0,4226.0,286.0,824.0,2349.0,1265.0,52.0,619.0,7069.0
302181987,2014,CARROSSERIE JEAN SAYO SARL,450.0,0.0,1.0,182.0,4.0,77.0,116.0,56.0,22.0,1.0,894.0
302181987,2015,CARROSSERIE JEAN SAYO SARL,493.0,0.0,1.0,212.0,7.0,100.0,150.0,68.0,22.0,11.0,948.0
302181987,2016,CARROSSERIE JEAN SAYO SARL,529.0,0.0,59.0,246.0,8.0,141.0,115.0,60.0,22.0,2.0,896.0
302182779,2014,ATELIER DES ARCHITECTES MAZIERES,1553.0,200.0,718.0,356.0,0.0,97.0,362.0,235.0,1.0,239.0,2432.0
302182779,2015,ATELIER DES ARCHITECTES MAZIERES,1295.0,100.0,442.0,246.0,0.0,32.0,360.0,184.0,18.0,-119.0,1442.0
302263421,2014,ETS THIENPONT DE BERLAERE ET FILS,236.0,0.0,0.0,185.0,45.0,13.0,29.0,0.0,40.0,2.0,98.0
302332036,2014,ETABLISSEMENTS CLASTRES ET FILS,798.0,58.0,223.0,303.0,110.0,170.0,267.0,64.0,0.0,151.0,1458.0
302332036,2015,ETABLISSEMENTS CLASTRES ET FILS,903.0,59.0,224.0,256.0,79.0,126.0,377.0,68.0,0.0,123.0,1603.0
302332036,2016,ETABLISSEMENTS CLASTRES ET FILS,994.0,61.0,354.0,256.0,98.0,142.0,263.0,43.0,0.0,88.0,1345.0
302332036,2017,ETABLISSEMENTS CLASTRES ET FILS,929.0,11.0,415.0,132.0,99.0,52.0,230.0,47.0,0.0,94.0,1223.0
302473434,2014,SOCIETE DIDIER,250.0,5.0,233.0,154.0,12.0,0.0,0.0,0.0,0.0,-8.0,0.0
302473434,2015,SOCIETE DIDIER,244.0,5.0,225.0,156.0,12.0,0.0,0.0,0.0,0.0,-8.0,0.0
302476403,2014,EURONAT,5700.0,535.0,844.0,1805.0,258.0,816.0,236.0,440.0,0.0,420.0,7560.0
302476403,2015,EURONAT,5980.0,535.0,924.0,1819.0,251.0,493.0,377.0,468.0,0.0,345.0,7617.0
302476403,2016,EURONAT,6411.0,181.0,2109.0,1884.0,325.0,534.0,471.0,547.0,89.0,437.0,8018.0
302476403,2018,EURONAT,7163.0,26.0,2962.0,1575.0,227.0,447.0,1034.0,620.0,3.0,568.0,8533.0
302508288,2014,VITAMINE B,555.0,110.0,187.0,354.0,0.0,207.0,117.0,110.0,1.0,6.0,1088.0
302508288,2015,VITAMINE B,485.0,113.0,114.0,309.0,0.0,187.0,159.0,97.0,1.0,57.0,1030.0
302508288,2016,VITAMINE B,409.0,38.0,39.0,312.0,0.0,135.0,236.0,100.0,2.0,32.0,1007.0
302508288,2017,VITAMINE B,443.0,5.0,2.0,326.0,0.0,122.0,289.0,96.0,1.0,39.0,937.0
302665773,2014,BRUDY & FILS,513.0,0.0,195.0,207.0,0.0,8.0,45.0,81.0,0.0,52.0,855.0
302665773,2015,BRUDY & FILS,603.0,0.0,259.0,280.0,0.0,33.0,20.0,94.0,1.0,34.0,925.0
302665773,2016,BRUDY & FILS,859.0,0.0,357.0,445.0,0.0,36.0,86.0,123.0,6.0,79.0,1124.0
302717475,2014,JEAN ET CIE,207.0,0.0,0.0,143.0,47.0,37.0,59.0,40.0,2.0,-55.0,343.0
303229777,2014,DE MOUR,12354.0,0.0,32.0,3361.0,2171.0,421.0,580.0,121.0,1.0,-259.0,2915.0
303285084,2014,SUCRE DISTRIBUTION,5053.0,2100.0,439.0,2055.0,848.0,1283.0,1470.0,177.0,15.0,713.0,17365.0
303285084,2015,SUCRE DISTRIBUTION,4336.0,1609.0,1281.0,1386.0,366.0,693.0,795.0,68.0,19.0,550.0,11535.0
303285084,2016,SUCRE DISTRIBUTION,3649.0,600.0,457.0,1377.0,1032.0,670.0,1146.0,78.0,4.0,521.0,10003.0
303285084,2017,SUCRE DISTRIBUTION,4194.0,0.0,767.0,2271.0,1180.0,1573.0,1692.0,56.0,42.0,248.0,16583.0
303285084,2018,SUCRE DISTRIBUTION,6015.0,0.0,1229.0,3500.0,1635.0,1561.0,2313.0,333.0,235.0,796.0,18681.0
303375653,2014,L ESTUAIRE,938.0,23.0,335.0,146.0,310.0,28.0,102.0,39.0,0.0,84.0,1217.0
303375653,2015,L ESTUAIRE,997.0,10.0,453.0,149.0,183.0,24.0,65.0,48.0,0.0,56.0,1447.0
303410609,2014,SUD-OUEST PROMOTION,1281.0,0.0,78.0,1067.0,996.0,171.0,6.0,62.0,0.0,-58.0,1390.0
303410609,2015,SUD-OUEST PROMOTION,2186.0,0.0,41.0,1832.0,1845.0,264.0,0.0,98.0,0.0,141.0,1215.0
303410609,2016,SUD-OUEST PROMOTION,1894.0,0.0,305.0,1487.0,1181.0,133.0,55.0,129.0,0.0,51.0,3034.0
303410609,2017,SUD-OUEST PROMOTION,1612.0,0.0,256.0,1185.0,1042.0,167.0,38.0,93.0,5.0,31.0,2273.0
303436653,2014,S D S,10022.0,0.0,1409.0,5967.0,2099.0,4071.0,5205.0,1614.0,278.0,1541.0,34415.0
303436653,2015,S D S,13133.0,0.0,769.0,8849.0,4404.0,6948.0,6656.0,1275.0,402.0,2021.0,36627.0
303436653,2016,S D S,10808.0,0.0,1180.0,6632.0,3719.0,4674.0,4828.0,1461.0,494.0,1953.0,40809.0
303527501,2014,LDC AQUITAINE,24111.0,2098.0,644.0,15083.0,1236.0,9740.0,8551.0,3399.0,819.0,1342.0,93524.0
303527501,2016,LDC AQUITAINE,25229.0,0.0,623.0,13857.0,1202.0,9055.0,8776.0,3211.0,718.0,1153.0,94204.0
303527501,2017,LDC AQUITAINE,25485.0,0.0,1433.0,13684.0,1755.0,9718.0,8577.0,2948.0,639.0,950.0,93272.0
303753503,2014,LEVEUGLE PARTICIPATIONS FINANCES,1625.0,0.0,771.0,163.0,0.0,17.0,9.0,77.0,0.0,170.0,471.0
303753503,2015,LEVEUGLE PARTICIPATIONS FINANCES,1845.0,800.0,89.0,322.0,0.0,15.0,72.0,125.0,0.0,223.0,520.0
303753503,2016,LEVEUGLE PARTICIPATIONS FINANCES,1877.0,852.0,78.0,327.0,0.0,10.0,7.0,110.0,0.0,291.0,498.0
303753503,2017,LEVEUGLE PARTICIPATIONS FINANCES,1860.0,853.0,165.0,279.0,0.0,12.0,7.0,95.0,0.0,213.0,506.0
303753503,2018,LEVEUGLE PARTICIPATIONS FINANCES,1989.0,854.0,364.0,308.0,0.0,12.0,6.0,87.0,0.0,279.0,467.0
303782288,2017,SAVAS,8450.0,0.0,658.0,4470.0,3414.0,2848.0,3184.0,218.0,38.0,360.0,16683.0
304103617,2014,ETABLISSEMENTS SAUNION,315.0,0.0,126.0,113.0,61.0,23.0,3.0,80.0,0.0,56.0,808.0
304103617,2015,ETABLISSEMENTS SAUNION,371.0,0.0,131.0,174.0,72.0,76.0,3.0,71.0,0.0,43.0,862.0
304103617,2016,ETABLISSEMENTS SAUNION,358.0,0.0,141.0,123.0,82.0,26.0,2.0,33.0,0.0,78.0,865.0
304142714,2014,SOC IMMOB LACS & LACANAU OCEAN,4604.0,0.0,276.0,2557.0,33.0,393.0,0.0,105.0,34.0,329.0,5752.0
304142714,2015,SOC IMMOB LACS & LACANAU OCEAN,6270.0,0.0,214.0,3919.0,45.0,534.0,0.0,119.0,28.0,305.0,6040.0
304166333,2014,TROUILLOT SAS,1583.0,147.0,85.0,1022.0,0.0,5.0,13.0,34.0,114.0,27.0,262.0
304166333,2015,TROUILLOT SAS,1570.0,148.0,122.0,985.0,0.0,5.0,11.0,36.0,114.0,25.0,261.0
304179278,2014,BALGUERIE GESTION PARTICIPATION,33709.0,11010.0,178.0,12031.0,0.0,304.0,90.0,169.0,42.0,1810.0,476.0
304179278,2015,BALGUERIE GESTION PARTICIPATION,37238.0,7585.0,387.0,14688.0,0.0,134.0,63.0,152.0,26.0,1444.0,760.0
304179278,2016,BALGUERIE GESTION PARTICIPATION,38642.0,80.0,9789.0,13798.0,0.0,92.0,87.0,164.0,26.0,2970.0,731.0
304179278,2017,BALGUERIE GESTION PARTICIPATION,42269.0,80.0,13982.0,13785.0,0.0,69.0,41.0,217.0,122.0,5892.0,814.0
304350721,2014,SOCIETE PETROLIERE DU BEC D'AMBES,22066.0,0.0,2764.0,1138.0,0.0,1120.0,897.0,18.0,0.0,767.0,9946.0
