date,mkt-rf,smb,hml,rf,RWR,XLB,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLY
2004-01-02,-0.0017000000000000001,0.008199999999999999,0.0043,3e-05,-0.0032046971968775484,-0.004870778026000666,-0.000362915492199134,-0.0014219556597899752,-0.0007474012553290166,0.004906790264360694,-0.011937567524561876,-0.002571773087809426,0.0023217146172431757,-0.00857416512309117
2004-01-05,0.012,0.0042,0.0001,3e-05,-0.0013395642951385955,0.02033136018017556,0.019244689966515516,0.008187971443824882,0.009723269674918322,0.02441406304569682,0.006505547707733816,0.0017189087834919015,0.004632736604173404,0.008648317222998081
2004-01-06,0.002,0.0007000000000000001,0.0023,3e-05,0.003621736467054548,-0.008856079990399945,-0.001068713203527638,-0.0003531039194203389,-0.0014815153899015998,0.009056269695102426,0.002308367378244469,-0.0021449694640104378,0.0029644318438255546,0.003810760244700395
2004-01-07,0.0034000000000000002,0.0058,-0.0008,3e-05,-0.0060812605448118395,-0.005212259635731908,-0.010342400358723025,0.0007064572916792855,0.0014837135343368502,0.004723683566808523,-0.0041454743912737735,0.005159025395699013,0.006239692018012333,0.004428958777134229
2004-01-08,0.0045000000000000005,0.0031,0.006999999999999999,3e-05,0.0005378484492344349,0.011227588028388968,0.0028828801335514243,0.0035298756889685645,0.006296299121997917,0.019746124459562253,-0.0013876357761775093,-0.00042764422121888135,-0.004242792537734852,-0.0031496183140071743
2004-01-09,-0.0072,-0.0002,0.0029,3e-05,0.0034944432208154907,-0.017394567458938748,0.005030520662315352,-0.0035174594942128934,-0.00993744781028727,-0.01337025857016394,-0.007410831231186021,-0.00342318873911851,-0.006227483862086491,-0.004107398493947811
2004-01-12,0.005699999999999999,0.0092,0.0013,3e-05,-0.0028126270485349103,-0.0018832104895413204,0.0028602047075438897,0.004235834251073989,0.0033457306269213394,0.015420557457408002,0.0046663733105769545,-0.0004293786384168552,-0.0016490513708375953,-0.002220802468515748
2004-01-13,-0.0051,0.0018,0.0009,3e-05,0.002619053218294587,-0.012830194437278841,0.0003565144083363947,-0.004920948491013433,-0.004075606198013837,-0.0142659674400748,-0.0013934363998472366,-0.004725111989135944,-0.004294716423827838,-0.0015898614688779622
2004-01-14,0.008,-0.0007000000000000001,0.0046,3e-05,0.00823844305774779,0.004204916322369412,-0.0024946434838383214,0.007771113145463415,0.013764912603622559,0.012138199250969484,0.00372092668400259,0.012084621740333423,0.005640347701942217,0.007961783536215794
2004-01-15,0.0015,0.0001,-0.0031,3e-05,-0.0008636476706753715,-0.007613275959435506,-0.01679168693096833,0.008412198292410134,0.0014679235055905515,0.004151298492666822,0.0009268052749944466,-0.0034115104948093666,0.002639390469008296,0.0028436067511103946
